model,split,eval_set,log_loss,accuracy,auc,brier,apre,contested_log_loss,contested_accuracy,contested_n,n,fit_seconds,git_rev,run_utc
emb2cosp_mlp_mq_16d_tcal,forecast108_119,val,0.4574269949627202,0.7579572865799847,0.8500424336227852,0.1523567574212804,0.2266279080430257,0.4953392749183245,0.73676943764107,416460,696877,72.6,none,20260612T032748Z
emb2cosp_mlp_mq_16d_tcal,forecast108_119,test,0.3765447990586343,0.8300111264073019,0.8884326990507081,0.1194488584938857,0.3549591007673423,0.4232496949310116,0.8105739839239217,353320,689351,72.6,none,20260612T032748Z
emb3_mlp_mq_16d_tcal,forecast108_119,val,0.4239144492479904,0.7899758493966654,0.8784997070818269,0.1388467312475505,0.3289332514144757,0.4439425060902217,0.7844282764251068,416460,696877,79.6,none,20260612T063446Z
emb3_mlp_mq_16d_tcal,forecast108_119,test,0.3621248988142437,0.8413551296799453,0.901091538498696,0.1112646838979719,0.3980051302940561,0.4038140947242644,0.8234405071889506,353320,689351,79.6,none,20260612T063446Z
emb3_mlp_mq_16d_tcal,forecast108_119,val,0.4240132680954745,0.7904838300015641,0.8785756592648365,0.1387525042135117,0.3305563451962843,0.4455358515194446,0.7832348845027134,416460,696877,79.2,none,20260612T063653Z
emb3_mlp_mq_16d_tcal,forecast108_119,test,0.3596616145377108,0.8423618737043973,0.9017459469082988,0.1101931720144498,0.4018253277993681,0.40442703157344,0.8242641231744594,353320,689351,79.2,none,20260612T063653Z
constant_rate,randomrc108_119,val,0.6538472290401243,0.6393085814809802,0.5,0.2306080400056858,-0.2108973010195298,0.7254657193060944,0.5104175990293482,402204,702035,0.0,none,20260703T180920Z
constant_rate,randomrc108_119,test,0.6589582714171921,0.6301102966402122,0.5,0.2330997785817134,-0.2223214201362318,0.7249117382879133,0.5114145923676297,406322,699568,0.0,none,20260703T180920Z
member_rate,randomrc108_119,val,0.6179218152098118,0.6572948642161716,0.6581937025513074,0.2145156214498106,-0.1505145469500181,0.677278345570733,0.5722817276804806,402204,702035,0.4,none,20260703T180920Z
member_rate,randomrc108_119,test,0.6300182194147448,0.6469849964549551,0.6421743228428669,0.2196372212943733,-0.1665580213322752,0.6866816480246567,0.5687607365586899,406322,699568,0.4,none,20260703T180920Z
party_congress_rate,randomrc108_119,val,0.6203675625045373,0.6475474869486564,0.6535391213790119,0.2156328781770674,-0.1832380114386273,0.6779037940660042,0.5557900965679108,402204,702035,0.3,none,20260703T180920Z
party_congress_rate,randomrc108_119,test,0.6326357391644764,0.6485016467305537,0.6369587803780609,0.2208518856310072,-0.1615461648196959,0.6873611688737179,0.5695335226741353,406322,699568,0.3,none,20260703T180920Z
party_question_rate,randomrc108_119,val,0.5037808416435872,0.7217261247658593,0.7951308098883074,0.1722053356618802,0.0657912354865242,0.5680990031961884,0.662106791578403,402204,702035,24.6,none,20260703T180920Z
party_question_rate,randomrc108_119,test,0.504203778032024,0.7181617798412735,0.7971237860205457,0.1724867446524994,0.06864968020482,0.5509220178994595,0.6640620000885997,406322,699568,24.6,none,20260703T180920Z
member_question_rate,randomrc108_119,val,0.4936349352226574,0.7252316479947581,0.804763736334878,0.1687307383128814,0.0775598232559919,0.5619681461815399,0.6677457210768665,402204,702035,24.4,none,20260703T180920Z
member_question_rate,randomrc108_119,test,0.4942465487640234,0.7212679825263592,0.8065582875244693,0.1689278481931513,0.0789143024497161,0.5460157170989347,0.6706380653767209,406322,699568,24.4,none,20260703T180920Z
meta_tower_8d,randomrc108_119,val,0.5511218562208012,0.6869871160269787,0.7514270502381076,0.1895724822374891,-0.050833030471126,0.6665108330181219,0.5921572137522252,402204,702035,17.6,none,20260703T180920Z
meta_tower_8d,randomrc108_119,test,0.5649918790657587,0.6704437595773391,0.7361483997638738,0.1954557992242177,-0.0890372133888841,0.6674136470004993,0.5818144230437928,406322,699568,17.6,none,20260703T180920Z
text_tower_mq_8d,randomrc108_119,val,0.4480425654446177,0.7728232922859971,0.852990449367952,0.1493166992998303,0.2373323896784559,0.5089126317582224,0.7315143558989965,402204,702035,70.2,none,20260703T180920Z
text_tower_mq_8d,randomrc108_119,test,0.4484440133290367,0.7702310568808178,0.8536144134321695,0.1498250665338178,0.2407155476197224,0.4930427715479653,0.7398491836523742,406322,699568,70.2,none,20260703T180920Z
emb2_tower_mq_16d,randomrc108_119,val,0.449140853952551,0.7798955892512481,0.8595271488512627,0.1471329528390688,0.2610751927160045,0.5178532109951824,0.7408230649123331,402204,702035,79.5,none,20260703T180920Z
emb2_tower_mq_16d,randomrc108_119,test,0.4410817424258812,0.7823413878279166,0.865586847430517,0.1443025981086891,0.2807348203573014,0.478043300954021,0.7599785391881316,406322,699568,79.5,none,20260703T180920Z
emb2tfidf_mq_16d_tcal,randomrc108_119,val,0.4380149338394969,0.7787574693569409,0.8625223320863219,0.1456533556453842,0.2572543468696799,0.508908017811181,0.7352264025221033,402204,702035,70.3,none,20260703T180920Z
emb2tfidf_mq_16d_tcal,randomrc108_119,test,0.4375670184267826,0.7773911899915377,0.8652337448657321,0.1453837453474077,0.2643766119661027,0.4878092174791418,0.7433168767627645,406322,699568,70.3,none,20260703T180920Z
emb2_mlp_mq_16d_tcal,randomrc108_119,val,0.3882897655953286,0.8163638565028809,0.89935255838844,0.1252581055344117,0.3835048489833393,0.4289405632321988,0.7970532366659705,402204,702035,70.3,none,20260703T180920Z
emb2_mlp_mq_16d_tcal,randomrc108_119,test,0.3839086347195868,0.8177346591039041,0.9036384861954172,0.1235899477666537,0.3976938846847868,0.4020843373494621,0.8136502576774085,406322,699568,70.3,none,20260703T180920Z
kraft_bilinear_16d,forecast108_119,val,0.5569542716817579,0.702759597461245,0.7689982520728654,0.1897816381828834,0.0502608871078669,0.6452723258226691,0.6434375450223311,416460,696877,15.7,none,20260703T185701Z
kraft_bilinear_16d,forecast108_119,test,0.4966280607998466,0.7596971644343737,0.7900262043669322,0.1633886929506595,0.0881452775973489,0.6399458859173589,0.6723819766783652,353320,689351,15.7,none,20260703T185701Z
nominate_context_logit,forecast108_119,val,0.5853058247495525,0.6597290483112515,0.7263331624481609,0.2019167854186866,-0.0872298282454998,0.6863551645807326,0.5801469528886327,416460,696877,39.2,none,20260703T185733Z
nominate_context_logit,forecast108_119,test,0.5324893715755828,0.7235921903355474,0.739992668490208,0.1788502569707779,-0.0488588948950271,0.6845429736316047,0.5956583267293105,353320,689351,39.2,none,20260703T185733Z
gb_spatial_tfidf,forecast108_119,val,0.8424431925617759,0.6549003626177934,0.6891096254498874,0.2495549654677059,-0.1026583891940468,1.0781129285270692,0.5639437160831773,416460,696877,19.9,none,20260703T190335Z
gb_spatial_tfidf,forecast108_119,test,0.8027615537348144,0.724107167466211,0.6893763688060748,0.2202589633664703,-0.0469047592835203,1.2204892093984463,0.5763925053775614,353320,689351,19.9,none,20260703T190335Z
gb_spatial_emb2,forecast108_119,val,0.7129056557592507,0.6458069358007223,0.6893856383758483,0.2359455593487481,-0.1317136018926924,0.903123638106806,0.5516015943908178,416460,696877,14.6,none,20260703T190410Z
gb_spatial_emb2,forecast108_119,test,0.6505879097202547,0.7150319648480963,0.6994400383392677,0.2063787935669093,-0.0813415829048914,0.9704582877082863,0.5543360126797238,353320,689351,14.6,none,20260703T190410Z
gb_spatial_tfidf,randomrc108_119,val,1.1235636907918432,0.6758879543042726,0.6880133404092175,0.244290278041822,-0.0880946460337803,1.4852414052688807,0.5682166263885988,402204,702035,22.5,none,20260703T190438Z
gb_spatial_tfidf,randomrc108_119,test,1.053810150687939,0.6633179333531551,0.6871656932229515,0.2487570663369944,-0.112584908690682,1.3215668597061856,0.5653373432893124,406322,699568,22.5,none,20260703T190438Z
gb_spatial_emb2,randomrc108_119,val,0.9872966945543148,0.6499077681312185,0.6752675088621386,0.2460868783239175,-0.1753141796897415,1.306681656652612,0.538052828912691,402204,702035,17.5,none,20260703T190516Z
gb_spatial_emb2,randomrc108_119,test,0.9438207922563324,0.6469321066715459,0.6700716674473504,0.2463665481653423,-0.1667327986093397,1.228619081089845,0.5451489212988714,406322,699568,17.5,none,20260703T190516Z
kraft_bilinear_16d,randomrc108_119,val,0.5265679384252976,0.7232744806170632,0.7864601923065149,0.1779937782343344,0.0709893073700721,0.6357753354014821,0.653011904406719,402204,702035,14.3,none,20260703T190547Z
kraft_bilinear_16d,randomrc108_119,test,0.5221016028687921,0.7301105825309334,0.7935510417937431,0.1760171150829779,0.1081351736908237,0.6124934815497313,0.67414021391901,406322,699568,14.3,none,20260703T190547Z
nominate_context_logit,randomrc108_119,val,0.5667529965624353,0.6751159130242794,0.7372511805175661,0.1944652194586421,-0.090686508923277,0.6810012121130776,0.5769211643842428,402204,702035,38.7,none,20260703T190617Z
nominate_context_logit,randomrc108_119,test,0.5871927443600491,0.655267250646113,0.7132146789040061,0.2034034508800071,-0.1391888444860131,0.6951352915792448,0.5630312904543687,406322,699568,38.7,none,20260703T190617Z
gb_spatial_tfidf_tcal,forecast108_119,val,0.6229492379221274,0.6548687932016697,0.6891096070864781,0.2156042290365247,-0.1027592594290744,0.731777403793473,0.5614320703068723,416460,696877,20.4,none,20260703T190733Z
gb_spatial_tfidf_tcal,forecast108_119,test,0.5659282317327884,0.7252647780303503,0.6893763483227614,0.1898398717288322,-0.0425120826131472,0.7418557576958382,0.5709668289369411,353320,689351,20.4,none,20260703T190733Z
gb_spatial_emb2_tcal,forecast108_119,val,0.6127679733205034,0.6489724872538483,0.6893856369806105,0.213233492600638,-0.1215990683258292,0.7197280825880753,0.5567833645488162,416460,696877,15.1,none,20260703T190808Z
gb_spatial_emb2_tcal,forecast108_119,test,0.5561337997300032,0.7127254475586458,0.6994400404436479,0.1882193487073737,-0.0900939086014994,0.7293623960287637,0.558383335220197,353320,689351,15.1,none,20260703T190808Z
gb_spatial_tfidf_tcal,randomrc108_119,val,0.7061716257190515,0.6385607555178873,0.6879678354308106,0.2233296788242531,-0.2134078693165516,0.8594489562549228,0.5195000546986106,402204,702035,24.1,none,20260703T190838Z
gb_spatial_tfidf_tcal,randomrc108_119,test,0.6846651060816743,0.6344701301374562,0.6871351630446243,0.2228584654346324,-0.207914104053888,0.8050007917435638,0.5280885603043891,406322,699568,24.1,none,20260703T190838Z
gb_spatial_emb2_tcal,randomrc108_119,val,0.6686376592583186,0.6294757383891116,0.6752668102478157,0.2247656355663238,-0.2439076875992272,0.7897512086268493,0.5032844029398017,402204,702035,17.6,none,20260703T190916Z
gb_spatial_emb2_tcal,randomrc108_119,test,0.6621732161855897,0.6229959060448734,0.6700715849191381,0.2257627983119989,-0.2458313257565021,0.7696945643940731,0.5074792898243266,406322,699568,17.6,none,20260703T190916Z
majority_question_rate,congressout118,val,0.6115789939641293,0.6268068998805986,0.6555573254300494,0.2066142617574331,-0.2159589437960433,0.764612082040043,0.4786656403428476,288408,511719,25.6,none,20260703T191426Z
majority_question_rate,congressout118,test,0.6173932372297876,0.5514355237828658,0.6638110256573796,0.2189812968614218,-0.280763516727057,0.6486060692638109,0.4866786808908065,380105,582331,25.6,none,20260703T191426Z
member_pooled_question_rate,congressout118,val,0.6446542245150255,0.6593677389348451,0.6248636486629666,0.2177934195038213,-0.1098673696140793,0.8191050068778193,0.5092819894039,288408,511719,50.9,none,20260703T191426Z
member_pooled_question_rate,congressout118,test,0.7398606597906379,0.5330954388483525,0.58199507150477,0.25256396699983,-0.3331290358958769,0.8373096066192619,0.4604517172886439,380105,582331,50.9,none,20260703T191426Z
majority_question_rate,forecast108_119,val,0.5724452215548984,0.6333642809276242,0.7128446131016329,0.1973784852527886,-0.1714702295256348,0.6530020763946724,0.5617946501464727,416460,696877,25.1,none,20260703T191611Z
majority_question_rate,forecast108_119,test,0.4827820600172385,0.7395187647511935,0.7822104177581657,0.1610325278505656,0.0115761892704193,0.5677652315356758,0.6486244763953357,353320,689351,25.1,none,20260703T191611Z
member_pooled_question_rate,forecast108_119,val,0.592465881002459,0.6443777022343972,0.707348324672448,0.2055852933012299,-0.136280272533035,0.6983097866134611,0.5526028910339529,416460,696877,51.4,none,20260703T191611Z
member_pooled_question_rate,forecast108_119,test,0.5409612339990579,0.7173167225404765,0.722453013813671,0.1828641122383334,-0.0726718263186286,0.699361411282739,0.5881240801539681,353320,689351,51.4,none,20260703T191611Z
majority_question_rate,randomrc108_119,val,0.5296181025816,0.6866666191856531,0.7585807678686249,0.1817630364453866,-0.0519089883127068,0.602647744270425,0.6199217312607532,402204,702035,25.5,none,20260703T191802Z
majority_question_rate,randomrc108_119,test,0.5331681490952428,0.676591839535256,0.7540229955974993,0.18376900997114,-0.068720535857684,0.5920380556404472,0.6142788231993345,406322,699568,25.5,none,20260703T191802Z
member_pooled_question_rate,randomrc108_119,val,0.5752125318582403,0.668233065303012,0.7202072287249475,0.1982609778897449,-0.11379330132558,0.6979180923852366,0.5696735984724169,402204,702035,51.0,none,20260703T191802Z
member_pooled_question_rate,randomrc108_119,test,0.5820428433205118,0.6563250463142968,0.7128639857667501,0.2012279657863188,-0.1356932989447231,0.6924864175916814,0.5644341187531071,406322,699568,51.0,none,20260703T191802Z
emb2maj_mlp_mq_16d_tcal,congressout118,val,0.6266764364678348,0.6433315940975418,0.6239643375008511,0.2193092703996035,-0.1621172470439915,0.7974710324346054,0.485482372194946,288408,511719,126.3,none,20260703T192151Z
emb2maj_mlp_mq_16d_tcal,congressout118,test,0.6964464819279981,0.5889863325153564,0.5919518456734967,0.2483871052072418,-0.1735465871704478,0.7739230005986736,0.5246602912353165,380105,582331,126.3,none,20260703T192151Z
emb2maj_mlp_mq_16d_tcal,forecast108_119,val,0.4331867286364333,0.7778847630213079,0.869069428105578,0.1426948625845125,0.2902999513988867,0.4452459046892801,0.7786654180473515,416460,696877,124.4,none,20260703T192421Z
emb2maj_mlp_mq_16d_tcal,forecast108_119,test,0.3604607268267361,0.8437080674431457,0.9014824697229564,0.1105033206496086,0.4069336034260676,0.3802083694367695,0.8316342126117967,353320,689351,124.4,none,20260703T192421Z
emb2ctx_mlp_mq_16d_tcal,forecast108_119,val,0.4716803853541718,0.7415010109388027,0.8371698251310745,0.1585868598867574,0.1740470055295228,0.524209148486688,0.7103851510349133,416460,696877,76.2,none,20260703T195428Z
emb2ctx_mlp_mq_16d_tcal,randomrc108_119,val,0.4104338739654234,0.7971639590618701,0.8815491162350915,0.1350614709396631,0.3190478012203753,0.471683626034058,0.7595324760569263,402204,702035,76.5,none,20260703T195601Z
ctx_stack_16d_tcal,forecast108_119,val,0.4259671943492265,0.7810144401379296,0.8744595188374144,0.1400270362391722,0.3002998596986731,0.4408573712845767,0.7740911492100082,416460,696877,79.2,none,20260703T200033Z
ctx_stack_16d_tcal,randomrc108_119,val,0.4250672962590064,0.7871587598908887,0.8710601850405387,0.1400729068112561,0.28545878842365,0.4934870405090054,0.7444580362204255,402204,702035,80.8,none,20260703T200209Z
